28/03/2025,,29/03/2025,,30/03/2025,,12/04/2025,,13/04/2025,,14/04/2025,
4698765,1,5223178,1,2672810,1,8390117,1,10082350,1,2924109,1
5135623,1,9680751,1,8636749,1,4384093,1,5568030,1,8381859,1
7836933,1,8835439,1,4940020,1,6075267,1,6918471,1,3172823,1
4155694,1,8272017,1,10295639,1,10030756,1,6048908,1,9306818,1
11177832,1,2656198,1,7804357,1,5495375,1,9627797,1,2620963,1
2164867,1,5432068,1,5673843,1,4942072,1,10855180,1,9241778,1
8586697,1,11379136,1,3976455,1,5550668,1,2882478,1,9338521,1
11034437,1,6115117,1,9116752,1,3781239,1,10222179,1,9525632,1
6766880,1,4226113,1,6830816,1,10841856,1,3963088,1,3199869,1
4197565,1,4231222,1,11022681,1,2613944,1,4503217,1,8138461,1
6256525,1,8056874,1,3710798,1,6185810,1,4403864,1,3010170,1
2129000,1,11159073,1,6291380,1,11301114,1,11578024,1,9692125,1
7158431,1,2203631,1,7327505,1,9739776,1,10801198,1,9259309,1
8719938,1,9704790,1,5493725,1,6432092,1,9667048,1,7764719,1
11327845,1,6505941,1,2891226,1,516748,1,3107801,1,11577310,1
5788577,1,2104949,1,8775087,1,6784575,1,7141947,1,6374945,1
3476344,1,9410241,1,3254410,1,11767290,1,10628059,1,10776454,1
10673718,1,2954837,1,10385873,1,10678341,1,4100498,1,7669393,1
6391032,1,6207094,1,2389307,1,11824470,1,6603178,1,3770673,1
10929716,1,11559617,1,11620308,1,5617851,1,3111286,1,6220241,1
5726795,1,5397076,1,3528566,1,2163499,1,3233953,1,2591768,1
2087792,1,11263952,1,8280866,1,10398745,1,4407945,1,10509795,1
8369529,1,10226763,1,2728768,1,11498060,1,3317466,1,5405641,1
8850543,1,10470573,1,8099201,1,7379492,1,10359484,1,11099944,1
11391783,1,3224827,1,4358061,1,3327841,1,9164019,1,5886286,1
4615599,1,9257860,1,4758666,1,2921695,1,7258657,1,9291371,1
2413034,1,8194525,1,4972057,1,10625122,1,9172705,1,6350972,1
4112214,1,7876306,1,3403731,1,2584463,1,3381810,1,9297455,1
7009445,1,7161937,1,3203355,1,6888726,1,10393353,1,7426020,1
4438171,1,8263314,1,7788078,1,8600063,1,4903744,1,7208998,1
5621462,1,2707318,1,4407945,1,7929975,1,8067016,1,10032278,1
10747207,1,11849482,1,8308972,1,8453323,1,5826316,1,4861527,1
3531939,1,11029327,1,7095734,1,9355234,1,11248356,1,2399183,1
3749989,1,8077762,1,6782696,1,4053510,1,11475491,1,7225730,1
6125600,1,11805570,1,6709016,1,8437091,1,4273373,1,11620992,1
10411695,1,11480755,1,8347428,1,10473371,1,10046852,1,2075999,1
9900327,1,10493474,1,10362761,1,9790022,1,8582152,1,7147229,1
2389307,1,4761689,1,535283,1,5654824,1,3059962,1,5622030,1
10392209,1,3891502,1,6950855,1,9916509,1,11460553,1,6256525,1
2330507,1,7397620,1,2299566,1,3838644,1,6969669,1,3548461,1
2955012,1,4265699,1,3111291,1,2569252,1,3425941,1,8138899,1
8647753,1,8332085,1,8728009,1,4537546,1,11213034,1,9505532,1
9754771,1,4975425,1,4633633,1,6983371,1,6759199,1,7690176,1
11626226,1,6624419,1,11184865,1,8857337,1,10254467,1,3108010,1
4483268,1,9753503,1,6082542,1,11806249,1,7007962,1,10424513,1
11927231,1,7118851,1,10498104,1,4641578,1,9124250,1,10937434,1
8750379,1,11949348,1,6366077,1,3169400,1,10761672,1,10271519,1
4828382,1,10482065,1,10721886,1,9626199,1,10769517,1,6371128,1
11180430,1,9469336,1,8404377,1,5407882,1,8289809,1,9170569,1
6168148,1,10404854,1,11312496,1,2878298,1,4883412,1,4088377,1
3891502,1,7483054,1,5241461,1,2977997,1,10390833,1,4014754,1
8698516,1,5189794,1,2068622,1,10411695,1,6038699,1,5157819,1
7889611,1,2631221,1,7353505,1,10056625,1,4155134,1,2994370,1
7770204,1,9213723,1,6746085,1,7629234,1,9924908,1,10036901,1
9749350,1,8669336,1,3426613,1,5124867,1,5848247,1,5264287,1
10194892,1,6592391,1,8887000,1,6231472,1,10382353,1,7512072,1
3800853,1,11301114,1,10392396,1,10991583,1,2580842,1,3075336,1
8835659,1,5959357,1,7781241,1,5645419,1,4493077,1,11402337,1
10962279,1,9400386,1,2433113,1,8959064,1,2957828,1,7516774,1
3533372,1,10901998,1,9930914,1,2050268,1,5446057,1,6282325,1
10257248,1,9996188,1,7528234,1,10238342,1,11848352,1,9511300,1
3671195,1,2669855,1,10378531,1,7371647,1,9850292,1,11627104,1
6861646,1,2117331,1,4037620,1,7213770,1,5469609,1,11929013,1
10791040,1,10366326,1,6169246,1,5279063,1,3634877,1,11451603,1
5708022,1,5852199,1,4237658,1,9927444,1,10742858,1,11517751,1
11149157,1,11132269,1,10909342,1,8056874,1,6812906,1,9730055,1
5118983,1,9008244,1,3800436,1,4463135,1,8303489,1,6167928,1
6232311,1,9241778,1,8900758,1,8797613,1,2942198,1,8481191,1
2861646,1,5621462,1,9272217,1,2177678,1,2039224,1,3833971,1
4351232,1,7672943,1,10892714,1,10349198,1,5055954,1,5680551,1
7744308,1,4560806,1,7719963,1,10402237,1,10353538,1,3466284,1
7669393,1,7206010,1,9005123,1,5774420,1,4629103,1,2672011,1
9821451,1,8782524,1,10502178,1,7634678,1,8362141,1,7633603,1
11214628,1,5369846,1,9996950,1,7955975,1,3760068,1,8499540,1
4493077,1,3764473,1,4228021,1,10015208,1,10599149,1,2818389,1
6632712,1,10982194,1,10472318,1,6432072,1,4021576,1,10209278,1
4527395,1,3500251,1,2374944,1,2608952,1,6557831,1,6908008,1
3390731,1,10058006,1,2087674,1,10432200,1,2639909,1,3090669,1
10425800,1,7387174,1,5761169,1,4560937,1,7315727,1,7527157,1
10432200,1,2216732,1,4384093,1,11134732,1,7013341,1,10248941,1
9958499,1,7271087,1,6694837,1,5673843,1,5045753,1,5042607,1
10533013,1,4993448,1,11813843,1,6537276,1,3410471,1,10095850,1
10373042,1,10499821,1,10679860,1,9209966,1,6351448,1,7727212,1
5824482,1,9878907,1,2738418,1,5138686,1,11723119,1,4614734,1
4297312,1,6595667,1,5236547,1,5277313,1,8733675,1,11921328,1
8139264,1,3874005,1,8617967,1,3634660,1,11566525,1,5715186,1
8867692,1,3695269,1,4062208,1,3805992,1,11091178,1,10678364,1
11730534,1,11567347,1,8284031,1,4088763,1,2694777,1,4627842,1
6871655,1,5247311,1,7531469,1,8617967,1,7465091,1,2506922,1
8897640,1,3897249,1,7544549,1,9744128,1,10095850,1,11203371,1
5791772,1,11631221,1,6168187,1,2183060,1,11308225,1,5451310,1
4848443,1,10704368,1,2543354,1,6259361,1,7584330,1,9554724,1
9817259,1,4167300,1,9575146,1,11164576,1,4972088,1,11638965,1
2910748,1,9383097,1,11091178,1,4869730,1,5634689,1,7379492,1
11462174,1,3565275,1,3497457,1,4461781,1,2416432,1,2088157,1
6126458,1,6490561,1,9761850,1,4867343,1,10494305,1,2947110,1
7735229,1,10589707,1,6896044,1,7296417,1,8727279,1,8674385,1
8302827,1,8184521,1,4801762,1,3587192,1,11577415,1,10269399,1
8697581,1,7555380,1,11271209,1,11892392,1,11076538,1,11434108,1
5585856,1,8430864,1,7298410,1,11838963,1,10675365,1,6980230,1
2036662,1,11291558,1,7289711,1,4205604,1,11051035,1,7741112,1
320334,1,3536283,1,3749989,1,2033244,1,9963969,1,8600318,1
11223923,1,3827026,1,3348699,1,6179600,1,7608080,1,7666454,1
2867614,1,2181253,1,6539196,1,8089126,1,11722553,1,8043274,1
3660864,1,7543584,1,3324833,1,2434651,1,8848594,1,3545852,1
8531983,1,2015073,1,5923074,1,11272000,1,9398724,1,2615911,1
4341093,1,2352222,1,8189626,1,11747760,1,3929731,1,9613325,1
7509197,1,7175999,1,4088340,1,9436311,1,9701844,1,11316050,1
9285955,1,8251990,1,4670858,1,7421501,1,3666603,1,8697581,1
3962190,1,11579802,1,7559892,1,5232698,1,5617575,1,9613889,1
2456490,1,9350866,1,3438942,1,3520326,1,4407100,1,7502607,1
9793393,1,3619268,1,8582152,1,10950191,1,2659914,1,9878907,1
5838675,1,9081042,1,3844611,1,8353737,1,2042043,1,9263069,1
11299807,1,2795059,1,8049985,1,9882693,1,4105586,1,2113878,1
2255408,1,11091648,1,10889303,1,2504434,1,5019367,1,3061517,1
8705790,1,11450799,1,6926408,1,10964668,1,5532469,1,8677261,1
10258064,1,4186114,1,3392431,1,6222450,1,3021894,1,6752093,1
2850059,1,3574149,1,3661101,1,11525326,1,3056126,1,6784591,1
2575599,1,6871757,1,7992270,1,5153512,1,9263069,1,8540570,1
5432068,1,7812439,1,2339864,1,3459087,1,4982070,1,2352222,1
2928297,1,10890398,1,4703249,1,9794216,1,11806181,1,4075466,1
9367557,1,7847633,1,8839145,1,5718690,1,3695695,1,9001639,1
10666926,1,9692851,1,9159444,1,2009699,1,10515532,1,3530216,1
4833990,1,11650195,1,7451779,1,7554905,1,5359997,1,10334357,1
5243416,1,2759186,1,3165505,1,3001983,1,6073859,1,11587909,1
5189349,1,3111662,1,2430526,1,9718313,1,7717344,1,8976394,1
4883412,1,11398814,1,9959955,1,3078000,1,8267044,1,7381532,1
10150962,1,11271209,1,4143165,1,10291903,1,9291371,1,11916690,1
9483695,1,6786900,1,2916100,1,493730,1,6565484,1,8719680,1
7599429,1,7536215,1,11174699,1,2964363,1,10150817,1,5942692,1
5746322,1,3324833,1,9069527,1,9291772,1,11325601,1,7218035,1
4900524,1,2430526,1,8880816,1,2028204,1,2067312,1,10355232,1
3438942,1,2591307,1,2052361,1,6982248,1,5249846,1,7822974,1
7027821,1,10514499,1,10439053,1,11402808,1,6624419,1,11690509,1
11204540,1,2150383,1,2383223,1,2561904,1,8824814,1,4629103,1
9937138,1,2878298,1,2878298,1,4055185,1,9087194,1,3299070,1
7996622,1,4556241,1,4296847,1,11813843,1,10825784,1,3049140,1
11462659,1,4551583,1,5031339,1,3705235,1,11990224,1,2663546,1
11087538,1,2358892,1,10985742,1,2237863,1,4987536,1,5098447,1
8082497,1,10247901,1,6349501,1,8766258,1,2222519,1,7390321,1
7260487,1,8608924,1,6844605,1,2212487,1,6476997,1,3894388,1
4556654,1,6527057,1,3861858,1,3827823,1,11329962,1,10916070,1
6179086,1,7417474,1,11493197,1,9964974,1,4315537,1,8977159,1
9172766,1,3377716,1,9976882,1,8587683,1,9431594,1,11034437,1
8280866,1,10376571,1,10359484,1,5525504,1,9457487,1,5638310,1
4467900,1,10183982,1,2693167,1,11755147,1,2228311,1,11700943,1
2052361,1,9180351,1,9293596,1,11033498,1,3927887,1,2800998,1
3276039,1,3292605,1,11827463,1,8781023,1,5664030,1,2042043,1
3085390,1,4827569,1,11587624,1,2037020,1,2241792,1,4702326,1
11598557,1,3480397,1,2656883,1,7411673,1,535078,1,9141830,1
9794216,1,3021019,1,4867147,1,5299728,1,10462904,1,10150825,1
4669120,1,3498007,1,8974236,1,2442352,1,8309151,1,8644401,1
5149402,1,8406161,1,5877696,1,9731638,1,7753407,1,3556655,1
8579710,1,8214429,1,10246163,1,3851055,1,7271087,1,5525504,1
10672468,1,11363832,1,11108583,1,10078523,1,6763856,1,10718494,1
5971115,1,5726155,1,4776579,1,6755727,1,4155921,1,3853667,1
5242265,1,8664158,1,7916915,1,5961804,1,4566627,1,6811463,1
5381209,1,8309151,1,11402808,1,11159073,1,5762876,1,7342237,1
5723903,1,11827463,1,8579272,1,9383097,1,4476397,1,2368921,1
11566403,1,7062832,1,5551797,1,4536686,1,6951582,1,3320609,1
9780005,1,5158735,1,7866473,1,4505072,1,10195964,1,9757933,1
10531358,1,3065143,1,11043391,1,2880514,1,2042796,1,11467580,1
4283555,1,9663548,1,6404050,1,9343921,1,3650736,1,8935119,1
10069321,1,3550732,1,7042347,1,6519027,1,3148272,1,4533477,1
9752265,1,10102555,1,5919031,1,4297624,1,5791660,1,3932332,1
6995243,1,3150506,1,4692034,1,4212491,1,8257235,1,7315727,1
7360862,1,7569457,1,2235300,1,2071989,1,6515187,1,4949155,1
11351341,1,2420826,1,10801858,1,9330547,1,3664476,1,2302994,1
4393599,1,7797390,1,8787943,1,11551406,1,4387757,1,9683624,1
2490697,1,3661101,1,6928395,1,5723674,1,9490938,1,11772393,1
4418988,1,10222179,1,11792697,1,7330359,1,11376187,1,9400231,1
9161767,1,7887934,1,4564465,1,9575146,1,9455860,1,3148272,1
2696983,1,11517751,1,9423442,1,9784018,1,2553171,1,8302745,1
7330150,1,5221548,1,5342690,1,9627797,1,3425743,1,6848749,1
9954542,1,7196847,1,9457487,1,7381532,1,6737689,1,8664158,1
11799098,1,4024093,1,10150025,1,7315516,1,6120262,1,5730958,1
5366895,1,3224865,1,8667078,1,4703249,1,4286218,1,10124878,1
2455782,1,11831452,1,10611072,1,2949973,1,3654808,1,3732724,1
9001639,1,9926057,1,4711276,1,6111614,1,6208449,1,7798980,1
5912267,1,2414799,1,7606958,1,3438942,1,7451779,1,9452959,1
9255915,1,11867680,1,2672011,1,8903189,1,3748385,1,9500201,1
5505817,1,2556726,1,5621296,1,10699408,1,9227964,1,10408489,1
10854240,1,7594440,1,9082928,1,9125470,1,7183570,1,3793888,1
6261079,1,7992270,1,8824708,1,7406453,1,7754245,1,6563419,1
9269514,1,5978971,1,2270210,1,4732842,1,4520965,1,6965312,1
5808472,1,6508012,1,7835503,1,7744308,1,5700337,1,4511878,1
5012506,1,6029175,1,4153859,1,4599658,1,10689292,1,3844611,1
10672797,1,5335590,1,11272951,1,10123843,1,9989267,1,9696708,1
8437091,1,4957043,1,2395954,1,5746322,1,11837461,1,9619426,1
5484605,1,10678341,1,10028332,1,5396850,1,6136504,1,6370513,1
4682754,1,4146995,1,5972902,1,3980818,1,4407464,1,2638029,1
5799356,1,10145180,1,5264287,1,8111723,1,10249168,1,8673194,1
9164019,1,6222450,1,10884490,1,5836334,1,8600318,1,10769517,1
8596370,1,7904199,1,7644075,1,4987536,1,11675050,1,9546540,1
9457487,1,6606666,1,10886721,1,11939389,1,9462187,1,3455820,1
3151372,1,5197583,1,8966723,1,4163959,1,8787416,1,11867680,1
7864734,1,11322220,1,5083462,1,3262129,1,2071992,1,8211378,1
5649324,1,4035740,1,6246456,1,3288495,1,7634678,1,11033487,1
9442182,1,7142022,1,6510477,1,10775629,1,7396239,1,5590982,1
2880319,1,10365008,1,4163306,1,9532468,1,5135623,1,6499828,1
8001981,1,2876083,1,4614923,1,8232699,1,4176242,1,11379136,1
11655635,1,11678054,1,10620103,1,6732375,1,4285894,1,4841794,1
11159073,1,11498060,1,11865251,1,6369908,1,2048869,1,11401725,1
7666454,1,5502570,1,6220241,1,5617613,1,9967025,1,4392576,1
4630066,1,7232414,1,8845518,1,10896840,1,3289312,1,4982872,1
2562489,1,2895926,1,5476218,1,3767743,1,3120751,1,11685650,1
5022847,1,2716975,1,7793532,1,7640707,1,11349781,1,9596465,1
7480803,1,3411503,1,3963088,1,6059887,1,9367557,1,3672581,1
5495375,1,9122115,1,4464851,1,9699446,1,3021019,1,5275018,1
4858894,1,6963949,1,9113212,1,6197507,1,6872256,1,8450862,1
3557818,1,2493069,1,8893131,1,9457487,1,2188258,1,11166852,1
5303054,1,11299807,1,7399428,1,6671389,1,3589407,1,10578478,1
8059138,1,4867343,1,2717242,1,226326,1,4552386,1,8779625,1
3299070,1,8768763,1,9191424,1,7852194,1,2340367,1,3230594,1
11201336,1,8242941,1,8870505,1,9923731,1,6975703,1,6821628,1
3494839,1,4673370,1,3413151,1,4437248,1,11876839,1,7050305,1
2480491,1,11324156,1,2272022,1,7936723,1,8633623,1,2183042,1
4326465,1,3972214,1,11634160,1,11190571,1,11560973,1,5354002,1
7906307,1,3695695,1,10872360,1,9521915,1,4934059,1,8181342,1
8053707,1,4780327,1,2299100,1,9105149,1,7982849,1,6644217,1
5790415,1,5542892,1,8875253,1,9567290,1,4943673,1,3285968,1
6092436,1,6481362,1,8378631,1,2485898,1,10074223,1,8190562,1
3810592,1,8180944,1,9350267,1,2701109,1,11827463,1,5264006,1
3412514,1,8803400,1,4211374,1,3220088,1,4143016,1,5325477,1
9928161,1,4397492,1,6496037,1,10692448,1,3254311,1,5813384,1
11158862,1,5638310,1,6126709,1,7580158,1,9105355,1,3822078,1
7980293,1,8406848,1,8782085,1,6954333,1,8516631,1,11337087,1
8945119,1,9613964,1,4584667,1,2314102,1,8946344,1,311050,1
5877767,1,6788627,1,3086322,1,9087194,1,11987598,1,6214714,1
5881256,1,5316106,1,2659914,1,8788759,1,4867343,1,2717242,1
3901060,1,7550042,1,2920213,1,8369942,1,3079783,1,4263127,1
11650195,1,10457200,1,4749690,1,4393947,1,5572062,1,11317187,1
4392576,1,11744521,1,9241973,1,8659739,1,10411412,1,10661849,1
7266828,1,3663316,1,5520116,1,11471350,1,9973790,1,5762876,1
2738418,1,8251665,1,5646708,1,8242849,1,3049140,1,8614045,1
6871757,1,6537937,1,10625122,1,11590663,1,7065607,1,11525326,1
11045603,1,2120547,1,8636095,1,5055090,1,8064309,1,11087538,1
2072340,1,4791750,1,10509795,1,11379136,1,10397897,1,11443448,1
11271209,1,11910632,1,3131633,1,3520680,1,8237557,1,3133094,1
6943682,1,11544424,1,5851247,1,3307907,1,11402337,1,9606605,1
4829042,1,8462698,1,11379321,1,10252831,1,6376417,1,4483268,1
10493474,1,7033066,1,11223019,1,3967075,1,8607304,1,2160505,1
3666840,1,3285449,1,9608244,1,2091388,1,6331076,1,4883412,1
4210722,1,8018741,1,11833671,1,10954126,1,6862952,1,5387353,1
5251226,1,11901046,1,7142165,1,6871032,1,10192734,1,10402331,1
10549096,1,3932332,1,10578478,1,10034995,1,4861527,1,3879769,1
6784052,1,2561161,1,8936620,1,11929013,1,11475486,1,9547784,1
5815832,1,5046580,1,6811451,1,8873356,1,3459931,1,4085592,1
5145381,1,4581440,1,2237037,1,6083560,1,7126833,1,10302308,1
8272499,1,6534709,1,7029838,1,7744496,1,9193841,1,10376767,1
5792958,1,7837136,1,10556934,1,7490799,1,6954333,1,11853312,1
8865722,1,7998737,1,9367557,1,6142715,1,9749183,1,5381209,1
10728435,1,3248132,1,3858013,1,2942198,1,9330305,1,7001850,1
11295644,1,2101293,1,9170569,1,8841673,1,9532468,1,9718313,1
9996950,1,10854240,1,4544393,1,3465973,1,3513232,1,7245738,1
7095490,1,4520223,1,11744518,1,8316221,1,11485514,1,10634198,1
4186114,1,5877696,1,10331793,1,7116548,1,7295064,1,11177832,1
7818742,1,8203206,1,7495582,1,9730055,1,3399302,1,7941870,1
9533462,1,5972246,1,11144364,1,5166363,1,5031339,1,11365088,1
6480658,1,4235398,1,4209338,1,9054911,1,2834235,1,6378464,1
8434503,1,5446500,1,11995721,1,10909342,1,9926057,1,8136165,1
6533485,1,5831089,1,9551859,1,5357583,1,11629234,1,9185359,1
4824430,1,11060789,1,10192058,1,11658061,1,8346733,1,3025301,1
7429058,1,8342386,1,6806163,1,11376880,1,3684629,1,9180364,1
2068622,1,7397324,1,10742858,1,11737696,1,10281592,1,4590598,1
5876253,1,6108673,1,5397076,1,4268626,1,3626485,1,10646945,1
4424098,1,9654425,1,4155134,1,5369846,1,2378856,1,2229834,1
10351627,1,4086449,1,2814820,1,3149852,1,11800953,1,7217010,1
6069031,1,7229724,1,7553442,1,11201866,1,6070048,1,5737526,1
4972941,1,3646656,1,11334056,1,6733673,1,10108612,1,4228021,1
10020976,1,4995407,1,4139027,1,4227601,1,11037142,1,5981353,1
10634198,1,7729529,1,8872990,1,6830608,1,2197104,1,3351877,1
4972919,1,6347797,1,8549415,1,2585774,1,4130815,1,3118419,1
6320062,1,7888084,1,4319605,1,4085508,1,8860682,1,7405989,1
7466962,1,11760206,1,9798097,1,7837136,1,2564279,1,8254521,1
8799353,1,10460093,1,3049043,1,5875756,1,4177251,1,11416873,1
11514152,1,9195891,1,2708991,1,2189287,1,3353763,1,8147130,1
3840782,1,11214628,1,10222179,1,7918726,1,2591307,1,8880816,1
5084199,1,4904437,1,7864511,1,10766550,1,11673175,1,8172528,1
10823794,1,11324913,1,10509337,1,8847019,1,4785808,1,9132241,1
2993901,1,11607081,1,2181840,1,11725400,1,2420826,1,4603280,1
9546540,1,8111723,1,10639604,1,7408576,1,9278260,1,9475891,1
4709047,1,5012506,1,2113868,1,5746139,1,5629399,1,4431594,1
8859019,1,7639546,1,6411294,1,5458678,1,4564465,1,10742858,1
10081181,1,7021155,1,8499540,1,4585870,1,8499533,1,5041213,1
6448579,1,4326000,1,6162932,1,2911496,1,2475046,1,8280374,1
5087301,1,5581652,1,10111537,1,7064354,1,5638310,1,4633002,1
8269472,1,9834410,1,4013451,1,7162670,1,7755472,1,2943242,1
3823448,1,10753798,1,4614971,1,7285478,1,11281335,1,4937361,1
4670858,1,2696985,1,2239819,1,10020925,1,7723551,1,6615562,1
2844184,1,3980818,1,3390328,1,4221909,1,9488811,1,6129161,1
10729121,1,10065108,1,2225954,1,7470842,1,6755432,1,11811387,1
9986584,1,9454852,1,8674651,1,2233025,1,8449645,1,6580704,1
7465639,1,9514882,1,4942072,1,6752093,1,2948804,1,3582956,1
6365630,1,5886219,1,3547114,1,7163501,1,8803400,1,10446033,1
11443715,1,10909342,1,6183436,1,5228038,1,8481560,1,6248510,1
8775724,1,7453616,1,6008874,1,5525303,1,6377686,1,4587766,1
11725272,1,10042386,1,9878907,1,9704308,1,3049043,1,2942198,1
9373729,1,4609827,1,11838239,1,2374727,1,8317281,1,6592502,1
4183320,1,8019826,1,8529168,1,11303575,1,8673194,1,5605001,1
4387757,1,3633945,1,9545223,1,4737655,1,9383105,1,11715100,1
8936620,1,3131633,1,2787924,1,2461151,1,10547939,1,7432284,1
4085592,1,6077446,1,5737526,1,8018189,1,7004307,1,6564865,1
5731595,1,10947064,1,10094273,1,7993264,1,7461219,1,6651781,1
10238654,1,6022863,1,3468562,1,9297819,1,5297895,1,5236547,1
10709914,1,8729528,1,2477209,1,8334693,1,2331407,1,5824482,1
11634160,1,5245166,1,8676238,1,8849872,1,4197699,1,2454729,1
9487947,1,7910419,1,6871930,1,10733199,1,9920450,1,7728384,1
7821209,1,6009158,1,10145180,1,2476918,1,2981438,1,10782831,1
2340385,1,11784446,1,2742248,1,4377315,1,8099282,1,2066099,1
6077446,1,10020016,1,9649254,1,9982780,1,5818976,1,8256720,1
8701866,1,3468959,1,2243431,1,8988138,1,9171501,1,9230631,1
4039111,1,10052233,1,10915031,1,2340385,1,3065377,1,5131074,1
3565275,1,9111217,1,5890498,1,8770250,1,11376047,1,2163499,1
8136055,1,9412490,1,10702784,1,5551797,1,11010750,1,8946344,1
8782524,1,9002480,1,5326943,1,4295256,1,10766550,1,3722461,1
3754846,1,4897104,1,7342891,1,3097841,1,10973823,1,11213034,1
6336753,1,3528751,1,2779688,1,4326465,1,7187340,1,11223504,1
8152505,1,7420493,1,8509868,1,11994945,1,6884491,1,3664476,1
6982248,1,7225730,1,2999235,1,10596784,1,7639245,1,10105539,1
6976352,1,7052519,1,5978345,1,10714918,1,6849293,1,3650736,1
8029259,1,7516774,1,11493239,1,11091178,1,2618309,1,9330547,1
8118462,1,11583803,1,3354927,1,3732724,1,3444208,1,2117190,1
7565223,1,6637598,1,4590598,1,6893018,1,3920753,1,10074223,1
8672181,1,6651968,1,3204460,1,7359190,1,3763399,1,7138781,1
8644401,1,7607677,1,2216732,1,5729344,1,7348568,1,4987234,1
5594355,1,10432200,1,4995407,1,7099965,1,5632523,1,6962059,1
9635330,1,11910082,1,9547902,1,9846651,1,3976455,1,8924121,1
6792510,1,8484956,1,5733826,1,3543774,1,7049807,1,4789233,1
8279644,1,3162986,1,10691989,1,9749854,1,9234904,1,10041829,1
4602939,1,8298264,1,4652849,1,6116003,1,10868307,1,4637012,1
7910559,1,6168148,1,9443577,1,10882227,1,9738732,1,8435957,1
9878012,1,4331248,1,8993886,1,8435957,1,9621495,1,5630638,1
3195077,1,7488667,1,10761272,1,11426502,1,4537546,1,8704075,1
4463654,1,5047280,1,6644217,1,11443448,1,8328204,1,7586138,1
5489950,1,5591240,1,3972214,1,3371913,1,11017658,1,3080016,1
5296528,1,9923352,1,7244655,1,11855008,1,5861200,1,3718999,1
7994704,1,5617613,1,10761564,1,4860115,1,4817062,1,9577591,1
8053280,1,11388715,1,7583047,1,8509045,1,8845830,1,10425800,1
8056874,1,3173164,1,5746322,1,7228367,1,9801664,1,4552386,1
8359450,1,2941977,1,6125600,1,8308972,1,4831445,1,9448454,1
4009801,1,11645567,1,3822078,1,11853312,1,6151165,1,11154146,1
8971917,1,3281126,1,8527252,1,5788577,1,4703033,1,9297819,1
4087178,1,5825889,1,4402377,1,4892326,1,9274189,1,10455413,1
10150825,1,2320201,1,2316893,1,9461479,1,6385671,1,7982849,1
7208295,1,2429772,1,2796901,1,6263547,1,9001639,1,2588512,1
3111291,1,3759601,1,7765267,1,3943712,1,9030462,1,6337837,1
9992545,1,8841673,1,10231541,1,4458703,1,8627235,1,2378856,1
8662746,1,6230789,1,6393508,1,6173054,1,6846308,1,6755727,1
6255189,1,7185457,1,7296398,1,9513323,1,8738446,1,4024586,1
7881045,1,11390510,1,2414799,1,5756379,1,3193026,1,9567290,1
8676148,1,10254439,1,3557818,1,6536186,1,2177373,1,8924344,1
8242849,1,4571807,1,5625289,1,7266170,1,5046603,1,6933041,1
10071370,1,2950101,1,6128820,1,9500201,1,11619448,1,11098424,1
2716975,1,3849352,1,8493661,1,3692772,1,7785792,1,4517790,1
4375013,1,8311574,1,3749564,1,6183533,1,8672752,1,7262226,1
9168613,1,10661533,1,4839575,1,9062749,1,8207051,1,7301274,1
5904680,1,3666603,1,8484956,1,11351341,1,5563343,1,11337438,1
11976203,1,9554724,1,10320820,1,6821136,1,4098261,1,3157993,1
5674840,1,11051074,1,8939682,1,6004869,1,8303542,1,2699249,1
6737585,1,11312224,1,9912445,1,5932250,1,11646066,1,4347014,1
5234617,1,3451446,1,5041448,1,10742858,1,7503229,1,7062970,1
6492973,1,4297312,1,10539812,1,5402682,1,10956074,1,10982194,1
5298857,1,7182277,1,8167432,1,5423953,1,9515114,1,4492723,1
5236547,1,2453757,1,8441515,1,8153340,1,4725770,1,4844266,1
10983400,1,3122133,1,8430890,1,8557426,1,11909508,1,9314728,1
9523834,1,9188953,1,3033277,1,3063204,1,2183926,1,10875377,1
5778219,1,11514190,1,8344473,1,9958499,1,6865171,1,3465973,1
8212954,1,3242472,1,3132852,1,2237037,1,2291844,1,10494745,1
2042043,1,8046578,1,7755472,1,10690667,1,11305812,1,8352065,1
9054992,1,10629541,1,11566403,1,8697392,1,8347428,1,3458172,1
9134794,1,6211237,1,7785792,1,8449645,1,7822974,1,6561366,1
6182445,1,4431594,1,11309536,1,3963222,1,7670340,1,4362526,1
2516900,1,8554495,1,11048087,1,10028332,1,9819080,1,10359484,1
8775616,1,3371913,1,8799353,1,10960406,1,5515638,1,3107801,1
7628651,1,8979222,1,6921056,1,9787988,1,10469662,1,11726555,1
11420998,1,3413151,1,4732842,1,2522464,1,2626079,1,5157753,1
9575146,1,10889303,1,10122228,1,2705420,1,11312149,1,7813356,1
8284031,1,9753674,1,11115786,1,7262198,1,7853010,1,5581652,1
3516457,1,11585032,1,664913,1,6724872,1,6948976,1,8411573,1
2388520,1,11833291,1,6763856,1,2391288,1,4722221,1,2529392,1
11685650,1,11783289,1,3405902,1,5876530,1,9350267,1,8996927,1
9084016,1,10124878,1,8212954,1,9287666,1,5041448,1,8887000,1
8870505,1,10761272,1,2944126,1,8514350,1,4748828,1,3564476,1
5246986,1,9974457,1,8179244,1,3863514,1,7280441,1,7615454,1
5818976,1,11393399,1,2273120,1,4315537,1,5723903,1,9164019,1
10882281,1,7531576,1,7118851,1,5857036,1,4456783,1,5423953,1
