28/03/2025,,29/03/2025,,30/03/2025,,12/04/2025,,13/04/2025,,14/04/2025,
10984355,3,10661849,3,5906244,3,7118482,3,9323307,3,9671873,3
11188134,3,10046041,3,3971135,3,5397076,3,3204460,3,10671906,3
9287548,3,5196365,3,7570085,3,2663686,3,6272758,3,6750968,3
7770204,3,7142165,3,10312807,3,6809118,3,3735120,3,10786020,3
10303766,3,11673175,3,6892435,3,4599658,3,10369542,3,7686054,3
9134794,3,3619268,3,3401266,3,9932648,3,2911496,3,5673843,3
9230631,3,10369542,3,4131575,3,11048087,3,10956346,3,11471350,3
11996574,3,2911496,3,5458773,3,4268626,3,5147033,3,7096501,3
4824430,3,7113100,3,9795201,3,9928435,3,11473116,3,10440889,3
2101871,3,4834676,3,6849777,3,4393599,3,11188128,3,7212584,3
9749350,3,5896910,3,2444810,3,7454796,3,11398814,3,3865163,3
3695888,3,3971135,3,5277313,3,8816167,3,10875377,3,4552386,3
2782822,3,3782197,3,4393599,3,6835752,3,7942257,3,7012507,3
4758793,3,9851548,3,11014015,3,11595528,3,6765603,3,5761169,3
11720200,3,8762075,3,10209029,3,8607304,3,7082367,3,3822078,3
7719963,3,7923626,3,9870174,3,10115120,3,11910632,3,8269206,3
7260646,3,2437714,3,10115120,3,5993916,3,7856944,3,5625665,3
8906243,3,2496850,3,8238227,3,2574813,3,4157536,3,7262226,3
6691524,3,4582436,3,9379124,3,6954031,3,3068456,3,7213770,3
8495131,3,3068456,3,9513323,3,7565646,3,8492341,3,9098715,3
3941321,3,2282554,3,6954031,3,9054911,3,6235418,3,7644075,3
8167432,3,3179438,3,7955975,3,4694949,3,4560937,3,7864447,3
11583803,3,10377065,3,7565646,3,4269930,3,2432277,3,7950083,3
9476205,3,5303538,3,8377706,3,2783326,3,11048087,3,10497452,3
3770673,3,7022621,3,3589558,3,6824019,3,9996950,3,9156545,3
9161110,3,6773954,3,5149402,3,3718973,3,11603702,3,6419984,3
2020241,3,9379124,3,7138781,3,8280218,3,8018189,3,8181342,3
6661346,3,10316669,3,4514790,3,6884491,3,11595528,3,4972941,3
10307083,3,5811549,3,8893171,3,6558370,3,8607304,3,11812531,3
10247901,3,3602165,3,6531574,3,10362761,3,9513323,3,8352613,3
8123785,3,10065108,3,3715185,3,2036336,3,6361812,3,5887083,3
11263952,3,7565646,3,3845959,3,2529133,3,6557831,3,5064187,3
6984496,3,3149852,3,6649464,3,7753093,3,7565646,3,4009567,3
6070048,3,2659914,3,5371406,3,10688155,3,4269930,3,9577591,3
7573181,3,7466392,3,3528751,3,10252996,3,5149402,3,7488667,3
2107803,3,8515501,3,4105586,3,4562512,3,2111851,3,3612993,3
11861615,3,8174300,3,3836463,3,3047809,3,3869006,3,2273825,3
10281592,3,4353612,3,5223145,3,11539550,3,2622264,3,9856101,3
8280866,3,7739161,3,6222450,3,6403906,3,2861099,3,10928311,3
7546662,3,6666532,3,9949383,3,7298410,3,7342891,3,7893812,3
3706202,3,5185001,3,11645532,3,6596085,3,6666532,3,10025638,3
7494740,3,4296758,3,7062301,3,2334052,3,2183926,3,11585032,3
8642341,3,6046287,3,7282295,3,2666990,3,11707292,3,9470595,3
11103166,3,3845959,3,9798097,3,9263069,3,11943495,3,8847019,3
6904325,3,7833273,3,7298410,3,10421221,3,3528751,3,8595771,3
10290995,3,8214429,3,6678821,3,4196734,3,8835439,3,2425836,3
11247185,3,9684642,3,9539130,3,2022902,3,6222450,3,5992755,3
11133562,3,6092468,3,6091254,3,4100665,3,7744496,3,7327896,3
11008162,3,6319698,3,3087484,3,11314933,3,9949383,3,10896840,3
5664030,3,6596085,3,7004212,3,8402617,3,7246341,3,6889834,3
5405641,3,6091254,3,10099611,3,6979085,3,7152223,3,9885498,3
7038964,3,4869730,3,2028391,3,4936109,3,5819884,3,5414816,3
5017084,3,4396820,3,10620168,3,3931087,3,2666990,3,2608952,3
2748249,3,5816533,3,9464075,3,3219959,3,7020567,3,5992834,3
4028498,3,6404809,3,2591768,3,6064252,3,4735241,3,11699290,3
2509974,3,3248662,3,8402617,3,8859771,3,5515638,3,10249437,3
5613771,3,4185507,3,6461136,3,2300944,3,3087484,3,9927444,3
11417760,3,6819474,3,7053866,3,11167911,3,3704707,3,4861527,3
2620963,3,11314933,3,2728768,3,4163306,3,6975765,3,2693167,3
6758178,3,7785551,3,10625122,3,3463236,3,2938287,3,10885502,3
6848977,3,3399302,3,2300944,3,5473365,3,10620168,3,6536492,3
6549392,3,11028746,3,11167911,3,8089126,3,3399302,3,2941977,3
2176910,3,3810592,3,4163306,3,11517751,3,5503686,3,7225113,3
2188705,3,3423465,3,3463236,3,11856587,3,10287507,3,7208295,3
11879765,3,8853180,3,10701034,3,9190428,3,9786783,3,7166806,3
10623807,3,6410478,3,9105355,3,9393509,3,4936109,3,10920953,3
4552509,3,10378281,3,11856587,3,7812439,3,6461136,3,7132751,3
2387337,3,6962059,3,9836071,3,5304255,3,2270148,3,10469241,3
10728435,3,10625122,3,9190428,3,5857648,3,4853788,3,4341093,3
9018239,3,4163306,3,4636883,3,11022681,3,4155921,3,11813843,3
5185252,3,3463236,3,3420948,3,6151948,3,9661567,3,3137344,3
5158068,3,11517751,3,5562672,3,2581315,3,10625122,3,11845418,3
5596654,3,8101439,3,7796813,3,7935485,3,2561391,3,4350262,3
7654598,3,8926026,3,8803400,3,421648,3,3170759,3,9507631,3
7049671,3,8329185,3,6673236,3,10770069,3,5617613,3,10499821,3
2078718,3,5915735,3,5577530,3,2365034,3,6220241,3,5938679,3
6151165,3,6779002,3,10868307,3,8147966,3,4017800,3,7429058,3
7494846,3,11675050,3,11904440,3,6010554,3,3383867,3,5886219,3
7755472,3,10203384,3,11299807,3,5482499,3,11219440,3,3715044,3
3677342,3,8787943,3,9580472,3,9928161,3,5630638,3,9831374,3
5045988,3,8644401,3,2581315,3,8151044,3,6149496,3,6965312,3
11810585,3,5857648,3,7746749,3,7533658,3,10203384,3,4075466,3
11629613,3,11299807,3,10269399,3,3169111,3,10011336,3,8129670,3
2883314,3,2581315,3,5838675,3,9152742,3,10359484,3,7014720,3
9111640,3,11780188,3,9449735,3,5404245,3,9597303,3,10775013,3
3837878,3,6216393,3,6492973,3,11641262,3,5304255,3,10571200,3
8245513,3,11183192,3,11738039,3,7551401,3,8535359,3,9094777,3
9500407,3,10440458,3,10440458,3,3500251,3,11904440,3,6588492,3
11961207,3,10515532,3,10480279,3,3399511,3,5857648,3,10332568,3
8676148,3,6010554,3,9961721,3,4100498,3,3187006,3,8810347,3
8976394,3,9961721,3,9928161,3,7119505,3,9490938,3,6647373,3
7548391,3,7066261,3,8714116,3,9807953,3,10575994,3,4722867,3
7229724,3,4586648,3,9074655,3,4746026,3,11346290,3,4498151,3
6524664,3,4250145,3,8426632,3,3426613,3,7542191,3,9453923,3
8857337,3,10511377,3,9783674,3,10001877,3,8147966,3,5822470,3
10600592,3,2766370,3,4943673,3,10000938,3,9878907,3,3548461,3
3706064,3,6304241,3,5404245,3,3970862,3,10259293,3,4949004,3
2626070,3,11749445,3,3861858,3,8533073,3,8151044,3,10683249,3
9400386,3,3169111,3,6043746,3,9257860,3,8636749,3,4979628,3
7309541,3,6008874,3,7119505,3,4443118,3,8714116,3,4520223,3
3636239,3,6697606,3,5056684,3,5536205,3,10288781,3,9801664,3
7096501,3,4100498,3,9807953,3,11091178,3,4100498,3,2633115,3
10440889,3,9807953,3,4746026,3,10333304,3,4746026,3,4587766,3
3453619,3,4746026,3,8971917,3,5771389,3,5476708,3,11401279,3
5726795,3,2818389,3,11989979,3,9342816,3,3065377,3,8370988,3
10417817,3,10001877,3,3426613,3,4327477,3,11811387,3,11321898,3
10675365,3,9257860,3,2476918,3,9134794,3,6314101,3,2432296,3
9241973,3,6699870,3,8533073,3,3660864,3,7826966,3,9295560,3
11003846,3,5869091,3,9176521,3,4587379,3,6264621,3,5012506,3
4755426,3,6619500,3,2658195,3,10775629,3,2475819,3,8797613,3
6305142,3,7241673,3,3550732,3,6624419,3,11523767,3,4230282,3
6345091,3,4324881,3,6903595,3,7414484,3,8023170,3,11333015,3
10855180,3,9342816,3,3968756,3,7903211,3,2673882,3,11961347,3
4900524,3,3550732,3,6476144,3,10839193,3,10515630,3,9546540,3
3707738,3,6903595,3,7118611,3,9367286,3,5771389,3,8280374,3
11391783,3,9255413,3,3722202,3,5756379,3,9081042,3,3131633,3
11785275,3,11289087,3,6307016,3,4783647,3,11277469,3,4779483,3
8122172,3,3353050,3,10303766,3,2742248,3,6903595,3,9987334,3
10001470,3,9075430,3,11722553,3,6975703,3,5740250,3,4055185,3
7353810,3,5104284,3,4242186,3,10174294,3,6868536,3,11058720,3
10390833,3,3337642,3,9230631,3,2949973,3,9255413,3,9658355,3
10094273,3,11539855,3,7522920,3,2225906,3,6476144,3,11012751,3
4972941,3,5012592,3,4587379,3,10801858,3,10303766,3,7379492,3
10441308,3,10303766,3,5022847,3,2207845,3,7826854,3,7117700,3
2334272,3,5244861,3,4027024,3,10797148,3,4587379,3,3847014,3
8352613,3,4587379,3,2782822,3,8848160,3,10775629,3,2488930,3
9577591,3,8690475,3,10839193,3,7411685,3,5078951,3,2889975,3
10078523,3,2696983,3,9453605,3,3999192,3,4027024,3,6587156,3
3900417,3,7034218,3,7457971,3,6001223,3,3708253,3,9222656,3
2857611,3,7457971,3,3628822,3,9160946,3,11159073,3,5166135,3
6026069,3,2738418,3,11583803,3,4966922,3,5730958,3,9171816,3
5574402,3,2207845,3,8863805,3,9161110,3,5859875,3,2133919,3
11903446,3,3941321,3,9605763,3,6761907,3,2742248,3,2073945,3
11354637,3,10551397,3,4753511,3,3872505,3,4972661,3,6203426,3
6561801,3,10010006,3,9161110,3,9293228,3,3970167,3,9498306,3
6861711,3,5047280,3,6761907,3,10886721,3,10844903,3,4821211,3
5899533,3,8484956,3,6971922,3,4561703,3,2949973,3,7691841,3
2895085,3,4252599,3,7476411,3,6168187,3,3628822,3,11163206,3
6647752,3,6880886,3,10605417,3,5402186,3,10801858,3,10715403,3
2389196,3,9476205,3,8123785,3,2800998,3,5055954,3,8900234,3
5723674,3,10648294,3,10283723,3,10077386,3,9270533,3,2524479,3
7732572,3,11485514,3,7573181,3,8123785,3,10748158,3,2677514,3
8253819,3,11822738,3,7560062,3,7639245,3,11131265,3,4630066,3
10351589,3,4966922,3,8817210,3,11592792,3,7041571,3,9734757,3
11147228,3,9161110,3,6365897,3,6117784,3,10010006,3,6528545,3
8796042,3,6561366,3,8280866,3,10281592,3,10052660,3,8736446,3
10896840,3,2020241,3,9706435,3,6030492,3,5047280,3,2677115,3
8359450,3,11901046,3,5774126,3,9706435,3,7735229,3,5357583,3
3876455,3,3931289,3,4153859,3,10290995,3,8484956,3,6421929,3
9607847,3,11324573,3,11904750,3,7379704,3,6061484,3,8454624,3
3367260,3,10077386,3,11104909,3,11247185,3,6057004,3,4326465,3
10154943,3,8123785,3,10290995,3,7752874,3,6881426,3,6837666,3
11763821,3,10960804,3,4741858,3,7765239,3,4753511,3,2916100,3
10042386,3,7417474,3,11247185,3,3182568,3,4966922,3,6064923,3
11699290,3,4258751,3,6773503,3,8179244,3,6854963,3,2160505,3
9086789,3,6391032,3,3182568,3,4608108,3,6902263,3,3526421,3
6162932,3,10224888,3,8179244,3,9820565,3,6561366,3,8442466,3
5725129,3,2650606,3,9704790,3,6994125,3,7476411,3,4556241,3
4310686,3,3706202,3,4608108,3,9398724,3,3121895,3,2694009,3
10885502,3,8642341,3,4858894,3,2036662,3,4561703,3,4831445,3
10755750,3,4153859,3,5158735,3,2258018,3,4387162,3,10633986,3
7225113,3,6904325,3,6994125,3,11701679,3,11324573,3,11010219,3
7208295,3,11308225,3,5105258,3,2628028,3,8123785,3,8680272,3
11566623,3,3570553,3,6498344,3,11653648,3,7740879,3,6066185,3
4793400,3,2415597,3,6411992,3,2188705,3,2054921,3,7565223,3
11813843,3,4858894,3,11417760,3,2585774,3,2358838,3,2188258,3
11969990,3,7910419,3,6914311,3,10535917,3,4864391,3,6712428,3
5025424,3,6020364,3,2222519,3,3963088,3,4258751,3,7643059,3
6371128,3,5708022,3,11314676,3,2604871,3,10224888,3,10315403,3
10028097,3,3415501,3,6549392,3,9018239,3,10261823,3,2715913,3
6748266,3,8369529,3,2176910,3,5185252,3,3217140,3,8347428,3
6166729,3,3359010,3,8411573,3,4249968,3,10290995,3,9131686,3
3574149,3,2389307,3,2188705,3,5645643,3,7379704,3,2772568,3
5938679,3,2705420,3,3672484,3,4009801,3,11133562,3,6732375,3
6482068,3,2784626,3,10200702,3,5386136,3,9704790,3,11789463,3
7429058,3,6411992,3,10460093,3,8788759,3,3742428,3,11895353,3
9964974,3,11999302,3,8241204,3,4639708,3,8046648,3,11578024,3
7175574,3,6612936,3,2604871,3,7669393,3,9820565,3,3344710,3
5594355,3,11701679,3,5158068,3,4233240,3,11762999,3,5189794,3
10775013,3,7632450,3,7669393,3,3527140,3,7141947,3,10729121,3
2867179,3,5746322,3,9076054,3,10240721,3,7271087,3,4645266,3
11174699,3,10535917,3,7755472,3,2608832,3,7837827,3,9445201,3
3891502,3,6290309,3,5045988,3,8334693,3,11725400,3,9718313,3
3703830,3,2292696,3,2928297,3,10271519,3,2258018,3,2868770,3
5995826,3,2387337,3,11810585,3,9500407,3,8369078,3,4630598,3
4977268,3,8969213,3,10896597,3,10516951,3,11653648,3,7440728,3
9625382,3,9018239,3,2403620,3,8676148,3,2222519,3,6568577,3
11345955,3,4009801,3,3470697,3,7428550,3,9773842,3,3971367,3
10513564,3,5386136,3,11770591,3,7187340,3,5815176,3,6980230,3
6276882,3,2262617,3,3497457,3,3963222,3,10200702,3,10171439,3
6223920,3,9979906,3,3217143,3,7326407,3,8241204,3,2033244,3
4349857,3,10610087,3,7156796,3,2943242,3,9494036,3,8697198,3
2633115,3,11164576,3,10516951,3,9134624,3,9209086,3,5439188,3
7452242,3,4898408,3,9275599,3,3372493,3,5697312,3,4585870,3
4456783,3,8936620,3,10306708,3,7634678,3,10259842,3,11118108,3
3131633,3,2608832,3,3001983,3,3498857,3,11518630,3,10796567,3
7300969,3,11791107,3,7987803,3,11035695,3,3660159,3,8695806,3
6914680,3,8138461,3,11849482,3,4629356,3,4703249,3,10607857,3
5638310,3,5695586,3,3372493,3,11552794,3,5001084,3,4465469,3
9017167,3,2883314,3,5502570,3,6004869,3,4639708,3,2537560,3
11458828,3,6248510,3,11248356,3,6161317,3,10602340,3,10308159,3
7027821,3,3217143,3,6524664,3,11241899,3,3722768,3,4005539,3
4055185,3,6469986,3,10986041,3,4215415,3,9462187,3,2493603,3
2071992,3,9500407,3,3354927,3,3662468,3,11164576,3,8211289,3
2661549,3,9478723,3,2779868,3,9671873,3,6135987,3,7743440,3
7379492,3,8676148,3,7634678,3,10671906,3,6377104,3,11210933,3
10547716,3,9275599,3,9692125,3,575082,3,10091848,3,2943453,3
2068622,3,11529267,3,2275179,3,11240779,3,8563240,3,9132241,3
7117700,3,7366509,3,10590910,3,3035797,3,9057328,3,10929716,3
10110360,3,3706064,3,7265816,3,7309541,3,3470697,3,7465057,2
6651781,3,2084877,3,9217100,3,5632523,3,6349501,3,8877060,2
7210149,3,8382765,3,6282836,3,8934146,3,9862872,3,8139264,2
5654824,3,11402808,3,3662468,3,6385671,3,8841673,3,11735794,2
7781241,3,9136491,3,5966962,3,3636239,3,3444378,3,2137666,2
10715403,3,9317179,3,6908427,3,2553171,3,8676148,3,10360475,2
8900234,3,2525086,3,7939181,3,2981438,3,5777518,3,6022863,2
2506922,3,10590910,3,5632523,3,2105517,3,11489130,3,7927695,2
6528545,3,4833990,3,8882028,3,4063521,3,9275599,3,10144449,2
10462247,3,3476153,3,3035841,3,8099282,3,7533971,3,2020899,2
9794216,3,9536153,3,8804739,3,5267246,3,5656076,3,2047672,2
2429772,3,9807301,3,10440889,3,10675365,3,7326407,3,11254143,2
7336151,3,2477209,3,3441278,3,5705149,3,11849482,3,8303542,2
8071913,3,10482065,3,2105517,3,9241973,3,3544818,3,11885209,2
10865850,3,5632523,3,3093715,3,8116725,3,4772524,3,5925609,2
545848,3,10858279,3,6088800,3,11169374,3,9136491,3,3724111,2
6579772,3,10324497,3,6286341,3,8212954,3,7488749,3,5847136,2
11383689,3,10440889,3,3254089,3,9271859,3,4441558,3,5381209,2
4030364,3,7639546,3,10417817,3,8090176,3,6721936,3,10005304,2
7196847,3,10231082,3,4552386,3,4737655,3,10494305,3,3254912,2
3676226,3,11020787,3,8573996,3,4088936,3,11349781,3,9910734,2
2916100,3,11789250,3,7774324,3,7644075,3,6282836,3,11441369,2
8091794,3,5705149,3,5705149,3,4189113,3,7438517,3,4249750,2
2353677,3,10761564,3,5761169,3,3075336,3,10366048,3,6248217,2
6492229,3,10761272,3,3020107,3,6872256,3,11676610,3,6078647,2
8442466,3,9789632,3,6586819,3,10855180,3,10365031,3,4984122,2
9362900,3,8664158,3,6340218,3,2759186,3,9848370,3,11618479,2
8824708,3,8212954,3,4737655,3,4722774,3,11471350,3,4595346,2
4982070,3,3879769,3,9388844,3,5532469,3,8804739,3,4297312,2
5236547,3,8485688,3,6345091,3,5314954,3,2553171,3,8138899,2
8680272,3,4737655,3,7864447,3,6419984,3,2105517,3,3049140,2
5251226,3,4044694,3,11834422,3,7408576,3,11376880,3,4108227,2
5625289,3,9098715,3,3743058,3,5133845,3,3497561,3,7296417,2
11088147,3,9125470,3,6823886,3,10441308,3,8099282,3,11198657,2
10452224,3,9979866,3,4900524,3,8352613,3,6286341,3,7456281,2
2173389,3,7644075,3,11785275,3,6432092,3,9284794,3,5325659,2
2188258,3,7475401,3,3627604,3,4009567,3,6320062,3,4933647,2
7629513,3,5772902,3,8122172,3,10486177,3,8269206,3,3293825,2
11819116,3,2759186,3,8181342,3,4520211,3,9743052,3,9833624,2
7643059,3,11391783,3,10386998,3,6539196,3,5025317,3,8023012,2
5084199,3,11785275,3,5887083,3,4939609,3,7262226,3,2135476,2
6303564,3,6252370,3,2990287,3,7488667,3,9981915,3,6508793,2
9320033,3,10390833,3,10486177,3,5825889,3,5234617,3,4947579,2
6046158,3,5314954,3,7488667,3,10078523,3,3384283,3,6581278,2
7495582,3,9156545,3,5825889,3,10985742,3,9458919,3,11779277,2
5621462,3,10094273,3,9856101,3,6154357,3,10550220,3,10843384,2
11187398,3,7408576,3,7263395,3,9856101,3,7213770,3,7977808,2
2960271,3,5133845,3,11099627,3,8080168,3,3879769,3,10748604,2
2055312,3,10441308,3,4438129,3,11837302,3,4755426,3,5112330,2
2648899,3,10386998,3,5369933,3,11827944,3,8485688,3,7018276,2
6450031,3,10486177,3,4971334,3,2590562,3,10916070,3,6370513,2
9635845,3,4520211,3,6026069,3,10766550,3,3743058,3,10513273,2
4820108,3,7909811,3,7893812,3,4358061,3,10048483,3,3075974,2
10546926,3,7965148,3,6349159,3,11687158,3,8199392,3,10275358,2
8777151,3,8498622,3,8318308,3,5559191,3,3233953,3,5447460,2
11299754,3,10985742,3,7194319,3,10680889,3,6704645,3,6987949,2
6365630,3,2454898,3,11354637,3,3504315,3,4722774,3,4307996,2
4462793,3,10503674,3,11461037,3,4957852,3,5472603,3,4978860,2
7383594,3,3626485,3,11585032,3,9470595,3,4326959,3,5981353,2
4212252,3,9547902,3,6861711,3,8432014,3,2867614,3,3413151,2
6951624,3,2394552,3,2389196,3,9241347,3,9577591,3,7539235,2
7407019,3,4971334,3,2372815,3,8847019,3,4939609,3,7887934,2
7424044,3,8979222,3,8595771,3,2425836,3,11657506,3,3664476,2
5209109,3,6973035,3,3599998,3,5723674,3,8498622,3,3833971,2
10882281,3,11585032,3,5723674,3,10544661,3,5876253,3,4987992,2
4630598,3,11072808,3,7327896,3,11994012,3,3900417,3,9121855,2
4623816,3,9470595,3,6889834,3,10896840,3,10366326,3,7189872,2
11543132,3,6087270,3,6830608,3,6830608,3,5909447,3,4777890,2
6821136,3,2425836,3,3772221,3,3367260,3,5369933,3,10312296,2
11922141,3,10351589,3,11453155,3,5414816,3,11687158,3,9744128,2
6980230,3,5992755,3,7904199,3,11756581,3,3285075,3,9203370,2
3356704,3,6830608,3,9885498,3,3391812,3,3438942,3,4607911,2
6202088,3,6889834,3,9839346,3,2024469,3,9543647,3,11533080,2
6546515,3,4283555,3,11101937,3,8254763,3,8432014,3,2707318,2
4972919,3,7904199,3,4304661,3,11321663,3,8847019,3,10819837,2
11827463,3,4719975,3,3441508,3,11101937,3,6337720,3,9436745,2
2950101,3,9607847,3,5782510,3,6576964,3,7732572,3,9530865,2
5620171,3,10228477,3,9059941,3,4304661,3,10627308,3,7242742,2
3614140,3,11763821,3,3151372,3,8026582,3,6185936,3,11689664,2
3189563,3,6576964,3,9130970,3,11500232,3,8796042,3,6877241,2
6036559,3,4304661,3,6162932,3,6896879,3,10896840,3,5843756,2
3679262,3,2121990,3,6319826,3,4438171,3,5414816,3,2088157,2
8274858,3,6262151,3,9002541,3,4699575,3,11763821,3,4862165,2
8471340,3,6749664,3,4367057,3,9306818,3,2608952,3,2071989,2
6865439,3,9001040,3,10885502,3,10533445,3,8230461,3,3114287,2
8211289,3,4293630,3,10498555,3,4310686,3,6576964,3,8586697,2
10325544,3,4438171,3,3273717,3,7022439,3,11179546,3,5333552,2
7377290,3,9130970,3,10566359,3,4367057,3,5376411,3,2228311,2
10929716,3,10249437,3,4959055,3,5723903,3,4142468,3,7225747,2
9468276,3,9927444,3,9992234,3,8051538,3,6327116,3,7259319,2
2163458,2,9306818,3,4379620,3,7208295,3,5723903,3,10568610,2
10411412,2,5939473,3,6994274,3,8316221,3,2656913,3,7401868,2
2137666,2,8304954,3,7025547,3,11566623,3,7166514,3,3863514,2
7877761,2,2941977,3,8951380,3,10469241,3,8051538,3,2555268,2
10360475,2,5723903,3,4359776,3,8782430,3,11202781,3,5919244,2
9713346,2,7166514,3,3574149,3,8657738,3,7208295,3,4115192,2
6022863,2,3289312,3,2814820,3,7898321,3,11566623,3,7301274,2
10665192,2,3340221,3,9809705,3,5876245,3,10566359,3,4666712,2
4972088,2,4897104,3,5886219,3,11813843,3,10611072,3,7855651,2
9112093,2,10973689,3,4162263,3,3535258,3,7966087,3,7294228,2
5509252,2,6371128,3,3692772,3,9394656,3,11477355,3,8265728,2
10639604,2,6994274,3,5758937,3,3137344,3,4341093,3,10776454,2
2724124,2,8951380,3,6965312,3,2561904,3,3289312,3,10017646,2
4676079,2,3520680,3,5621375,3,3826805,3,10190089,3,5572062,2
8439566,2,2814820,3,7015569,3,7925316,3,4732842,3,6018840,2
3105132,2,9263393,3,2039224,3,9507631,3,10252831,3,9473201,2
2101293,2,3976509,3,3703830,3,9263393,3,6371128,3,6320309,2
3122425,2,5886219,3,9094777,3,9694198,3,5549820,3,2543708,2
7634965,2,2270210,3,7950414,3,5938679,3,9507631,3,8513496,2
5925609,2,3715044,3,7610351,3,8167628,3,6482068,3,7550042,2
10672797,2,6965312,3,5116816,3,11004240,3,2602961,3,8211378,2
6543446,2,7633951,3,5166363,3,9686949,3,3692772,3,4631251,2
4103117,2,6048376,3,6807788,3,11439385,3,3715044,3,8872727,2
11420998,2,3666840,3,7561514,3,7103211,3,7368791,3,9612164,2
2642951,2,3891502,3,8376999,3,5359997,3,6983371,3,10981702,2
2718579,2,7610351,3,7129853,3,10721886,3,2729497,3,4969168,2
6091059,2,4977268,3,9137190,3,9625382,3,7175574,3,9701844,2
4355001,2,10722992,3,10023494,3,6647373,3,9686949,3,11911740,2
5745795,2,10105539,3,10683249,3,7397620,3,10775013,3,6480088,2
10501711,2,9220898,3,5329921,3,3548461,3,10376767,3,9496107,2
8053280,2,2374153,3,4818073,3,11150859,3,10571200,3,6426201,2
3049140,2,4520223,3,9792236,3,8919103,3,2544658,3,5700793,2
3069261,2,4223397,3,4520223,3,3774794,3,10864716,3,11034552,2
7296417,2,5897969,3,10783217,3,9297455,3,4791506,3,3779136,2
4933647,2,8782524,3,9694399,3,5329921,3,10141986,3,4035741,2
3293825,2,2633115,3,2480491,3,11288599,3,4949004,3,5664466,2
9833624,2,8311574,3,5012506,3,9025128,3,8782524,3,7753407,2
8782085,2,7284468,3,8797613,3,2595719,3,9265086,3,2672810,2
6944588,2,11650118,3,6562909,3,3285222,3,8311574,3,5843285,2
4947579,2,6562909,3,2461151,3,4230282,3,8370988,3,2691180,2
7221219,2,4230282,3,9546540,3,10718494,3,3285222,3,7798513,2
2579497,2,10678341,3,6896183,3,9554724,3,5775816,3,9500201,2
10532261,2,7688776,3,2181840,3,2120547,3,9295560,3,6377686,2
2066564,2,8280374,3,4055185,3,10982194,3,11923844,3,8659191,2
7881045,2,2579423,3,2607202,3,11520013,3,6289023,3,7997188,2
7977808,2,7300969,3,9090216,3,3131633,3,10390364,3,5518544,2
10665265,2,6493254,3,10448755,3,2579423,3,2120547,3,4522556,2
2610527,2,2071992,3,2488930,3,11153676,3,6896183,3,8014472,2
3676883,2,2186881,3,2889975,3,9280437,3,7509197,3,2687025,2
4977909,2,5855910,3,5971115,3,7027821,3,4779483,3,7399434,2
7018276,2,8999202,3,7536215,3,2071992,3,5638310,3,10740300,2
9688436,2,3203355,3,9222656,3,2186881,3,11153676,3,9425432,2
5447460,2,2889975,3,9171816,3,10020899,3,9440181,3,2395954,2
5981353,2,6651781,3,4864214,3,2073945,3,9280437,3,8701866,2
10743132,2,8860990,3,8342386,3,11469803,3,2806842,3,2405099,2
6829872,2,5041448,3,8887000,3,8887000,3,3203355,3,4920713,2
9231480,2,6203426,3,9498306,3,11259493,3,7668996,3,7818963,2
9627797,2,8342386,3,3963277,3,10131843,3,8448565,3,9960270,2
6989996,2,9498306,3,7691841,3,11163206,3,3847014,3,8545555,2
4787951,2,10783484,3,10715403,3,8221679,3,7781241,3,5441055,2
5693914,2,3963277,3,8221679,3,10620849,3,4821211,3,6601961,2
9121855,2,6606666,3,10661047,3,9544592,3,4492723,3,4412749,2
5550038,2,8900234,3,3063204,3,5762486,3,3908629,3,9753424,2
2275087,2,4304445,3,3908629,3,3260581,3,8900234,3,5703635,2
4607911,2,6248625,3,3193026,3,7336151,3,2524479,3,8178255,2
6527057,2,8711081,3,8619326,3,11137292,3,2677514,3,5788577,2
11861733,2,3051102,3,3263079,3,4751913,3,9473408,3,10280038,2
3802325,2,8454624,3,11747760,3,4885696,3,8509868,3,6951582,2
11689664,2,10209774,3,6042868,3,7470842,3,3263079,3,6755727,2
6877241,2,9976882,3,2591307,3,3348153,3,9420307,3,7713997,2
7483054,2,6579772,3,2926359,3,2197104,3,11747760,3,4261422,2
4711276,2,11383689,3,7817144,3,2903613,3,2556726,3,9151534,2
5843756,2,6114831,3,3197833,3,4783729,3,2677115,3,9539001,2
2942608,2,4310033,3,3051102,3,3037727,3,3051102,3,8578933,2
9780005,2,2037020,3,10737794,3,4177251,3,2087792,3,5737526,2
9901631,2,4938032,3,8541504,3,5518558,3,8893275,3,3868851,2
9995955,2,6082095,3,9976882,3,7315727,3,3120751,3,5912051,2
3799482,2,2160505,3,6579772,3,5910022,3,6837666,3,6788822,2
11738606,2,9741932,3,7235182,3,10581456,3,8668883,3,6832550,2
8481445,2,3833319,3,6492229,3,10633986,3,7436708,3,10130907,2
6827918,2,5910022,3,7952574,3,8680272,3,7470842,3,10588452,2
3646305,2,7409780,3,2160505,3,6066185,3,2197104,3,3056126,2
2071989,2,4556241,3,5518558,3,5625289,3,10447977,3,9638677,2
3114287,2,7608080,3,2289102,3,5259588,3,6492229,3,3858013,2
6545587,2,10633986,3,2954837,3,10267780,3,7952574,3,10034883,2
2355711,2,11312496,3,5493725,3,7547113,3,7456005,3,2024455,2
3763399,2,6918459,3,5261279,3,7565223,3,8333750,3,3760068,2
10163162,2,2266358,3,8768609,3,535283,3,8449645,3,4806596,2
